ID,Race,Age,Sex,HS_GPA,ACT,ACT_ENG,ACT_MATH,ACT_READ,ACT_SCI,MAJOR_CODE,Stype,Hours
2504,Hispanic,32,Male,2.72,23,21,23,23,25,58,C,12
5937,White,28,Male,2.97,31,32,31,30,32,1,C,13
1688,White,28,Female,3.23,NA,NA,NA,NA,NA,22,C,17
1001,Bi-Racial,34,Male,3.99,20,19,22,19,20,101,C,16
1428,Black,35,Female,2.65,29,29,29,27,31,99,C,16
5786,White,29,Female,2.84,21,19,19,21,21,50,C,16
6196,White,35,Female,3.73,25,25,25,26,24,43,C,19
963,Black,19,Female,1.71,NA,NA,NA,NA,NA,31,C,18
1998,White,33,Male,2.8,22,19,21,21,19,87,C,12
8834,Black,28,Female,3.24,NA,NA,NA,NA,NA,93,C,12
2135,Black,21,Male,3.4,19,19,20,19,21,99,C,18
1219,White,32,Female,3.06,NA,NA,NA,NA,NA,5,C,15
8048,White,24,Male,3.72,23,24,20,21,23,75,C,9
8123,Hispanic,19,Male,2.86,NA,NA,NA,NA,NA,84,C,15
4543,Black,25,Male,2.32,NA,NA,NA,NA,NA,32,C,15
1451,White,24,Female,3,17,16,16,17,14,50,C,9
7970,White,22,Female,3.35,NA,NA,NA,NA,NA,1,C,13
7094,White,27,Male,3.53,28,27,26,28,27,122,C,6
3246,White,24,Male,3.71,NA,NA,NA,NA,NA,24,C,14
3280,White,34,Male,2.32,17,17,17,16,19,16,C,3
4777,White,24,Female,2.63,22,24,22,22,21,89,C,15
2421,Native,26,Male,3.2,18,18,17,20,19,5,C,12
3498,White,29,Female,3.48,NA,NA,NA,NA,NA,50,C,2
6529,White,24,Male,2.65,23,24,25,23,23,43,C,12
8855,Hispanic,32,Male,2.38,25,23,26,28,24,50,C,15
4077,White,34,Male,3.32,20,21,17,21,16,32,C,15
4111,White,32,Male,3.82,21,22,20,19,22,104,C,12
2317,White,33,Male,3.53,19,19,19,17,18,1,C,12
6186,White,23,Female,3.51,NA,NA,NA,NA,NA,107,C,2
3876,White,35,Female,3.47,22,23,22,23,22,30,C,14
8310,White,23,Female,3.06,16,17,17,17,17,50,C,12
7,Black,22,Male,3.11,22,24,22,24,18,40,C,16
1541,Hispanic,25,Female,3.15,NA,NA,NA,NA,NA,5,C,6
5132,White,24,Female,2.6,NA,NA,NA,NA,NA,32,C,16
480,White,27,Male,3.44,20,20,18,22,17,98,C,12
4779,Native,23,Male,2.84,22,21,23,20,22,5,C,15
5884,Hispanic,29,Male,3.49,21,23,19,21,22,32,C,15
4753,White,27,Male,3.42,NA,NA,NA,NA,NA,30,C,16
4605,White,23,Male,2.9,NA,NA,NA,NA,NA,4,C,12
6167,White,18,Male,4,NA,NA,NA,NA,NA,111,C,12
2193,Hispanic,32,Female,3.81,23,24,23,23,25,100,C,15
191,Hispanic,26,Female,3.85,NA,NA,NA,NA,NA,100,C,15
8389,White,35,Male,3.39,14,14,12,13,16,4,C,13
4896,White,21,Female,3.71,NA,NA,NA,NA,NA,93,C,16
4105,White,29,Female,3.41,18,18,19,19,16,111,C,12
3183,Hispanic,33,Female,2.42,NA,NA,NA,NA,NA,115,C,3
4907,Native,33,Female,3.06,23,21,25,23,25,69,C,16
1766,White,22,Female,2.62,18,15,18,18,17,86,C,14
3534,White,32,Male,2.9,16,15,16,19,17,3,C,12
6979,White,29,Male,3.79,17,18,19,18,17,29,C,3
4002,White,29,Male,2.95,24,24,24,23,26,26,C,16
6891,White,35,Female,2.7,NA,NA,NA,NA,NA,8,C,15
867,White,26,Female,3.54,NA,NA,NA,NA,NA,85,C,12
2385,Black,24,Female,3.23,NA,NA,NA,NA,NA,100,C,9
4054,Black,35,Female,3.85,24,26,22,23,24,40,C,17
5895,White,32,Female,2.89,18,20,18,20,17,1,C,1
3976,White,29,Male,3.64,24,23,24,23,23,104,C,12
836,White,19,Female,2.78,NA,NA,NA,NA,NA,32,C,2
4685,White,18,Male,3.84,19,16,21,18,20,50,C,18
2157,White,28,Female,3.06,20,20,19,22,20,31,C,12
374,Black,26,Male,2.83,18,18,16,18,19,89,C,15
8378,White,24,Male,3.35,23,23,24,24,24,69,C,14
4328,Hispanic,27,Female,3.52,24,22,23,23,26,108,C,15
3925,White,31,Male,3.21,33,32,32,33,33,14,C,16
1623,Asian,19,Male,3.58,NA,NA,NA,NA,NA,108,C,15
779,White,27,Male,2.77,34,33,34,34,33,100,C,14
8096,Black,18,Female,3.94,NA,NA,NA,NA,NA,5,C,15.5
6858,Black,34,Male,2.98,21,22,20,20,21,88,C,13
5067,Bi-Racial,29,Male,3.57,23,25,22,21,24,77,C,12
5076,White,26,Female,2.98,19,19,21,21,16,19,C,16
4747,White,30,Male,2.87,28,29,29,28,27,21,C,6
2279,Asian,21,Female,3.41,24,24,27,22,23,43,C,9
2351,Hispanic,23,Female,3.42,19,17,20,20,19,107,C,15
7749,White,28,Male,3.38,NA,NA,NA,NA,NA,77,C,15
2802,White,30,Male,3.89,17,18,20,16,17,105,C,12
2952,White,20,Male,2.79,21,24,21,21,20,98,C,3
8461,White,18,Female,3.71,14,15,13,13,19,100,C,15
4379,Hispanic,18,Male,3.58,NA,NA,NA,NA,NA,19,C,12
2261,White,33,Female,3.29,26,25,28,26,26,107,C,15
7585,White,24,Male,3.6,NA,NA,NA,NA,NA,1,C,6
1904,White,29,Male,2.7,22,22,22,21,21,48,C,16
2931,Hispanic,26,Female,1.75,NA,NA,NA,NA,NA,1,C,12
1255,White,30,Male,3.41,23,23,20,24,26,1,C,15
745,Native,32,Female,2.41,30,31,28,32,30,86,C,16
8321,Hispanic,23,Female,3.39,NA,NA,NA,NA,NA,50,C,16
2914,White,34,Female,3.09,22,20,23,24,23,43,C,14
1361,Black,18,Male,2.85,21,22,21,21,21,40,C,15
722,Black,30,Female,2.7,NA,NA,NA,NA,NA,5,C,3
3923,White,24,Male,2.77,26,26,28,27,25,3,C,13
392,White,21,Male,3.31,NA,NA,NA,NA,NA,99,C,9
3021,Hispanic,22,Male,3.11,26,27,25,28,26,105,C,15
2144,Black,22,Male,3.15,16,16,15,18,18,98,C,15
6403,White,21,Female,1.57,20,20,22,23,21,84,C,12
8150,Black,19,Male,3.17,NA,NA,NA,NA,NA,43,C,17
8056,Hispanic,29,Female,3.66,19,19,17,19,18,23,C,17
194,White,22,Female,3.3,NA,NA,NA,NA,NA,1,C,12
3047,White,26,Female,3.89,21,23,21,21,20,21,C,15
741,White,30,Male,2.95,23,22,21,20,26,50,C,14
8801,Hawaiian,18,Female,2.92,21,21,21,20,18,69,C,18
582,White,27,Female,3.05,18,18,17,19,19,23,C,12
7412,White,20,Male,2.37,NA,NA,NA,NA,NA,50,C,15
3536,Native,35,Female,3.92,NA,NA,NA,NA,NA,1,C,15
7666,Black,27,Female,3.3,18,21,19,16,17,77,C,15
3635,Black,34,Female,3.68,26,27,24,24,26,1,C,15
2295,Hispanic,34,Female,3.61,NA,NA,NA,NA,NA,50,C,14
6662,White,27,Male,3.51,20,21,20,19,23,33,C,13
4542,White,21,Female,3.84,NA,NA,NA,NA,NA,85,C,12
2026,Hispanic,28,Female,2.18,NA,NA,NA,NA,NA,5,C,15
470,Black,23,Female,3.06,21,19,22,22,20,1,C,15
1876,White,19,Male,3.57,22,23,22,19,23,100,C,3
3732,White,29,Male,3.24,NA,NA,NA,NA,NA,33,C,13
7371,White,24,Female,2.7,22,21,22,21,21,5,C,15
1769,Asian,35,Male,2.62,20,18,20,22,20,107,C,14
6096,Hispanic,29,Male,2.57,25,28,25,25,26,107,C,12
2946,White,34,Male,3.95,30,30,29,30,31,107,C,16
545,Black,33,Male,3.72,NA,NA,NA,NA,NA,87,C,17
7853,White,21,Male,3.5,18,19,17,19,18,1,C,9
7964,White,21,Male,3.83,24,24,25,23,25,29,C,16
8741,Asian,23,Female,3.79,22,23,24,21,23,79,C,3
2066,Asian,25,Male,3.26,21,22,21,20,21,108,C,12
2639,Black,33,Male,3.79,23,25,20,22,22,37,C,5
4019,Black,33,Male,3.22,NA,NA,NA,NA,NA,1,C,12
7204,White,35,Male,2.09,21,21,22,22,20,43,C,15
4231,White,26,Male,2.92,NA,NA,NA,NA,NA,75,C,15
5108,White,31,Male,3.28,22,25,20,22,24,86,C,14
7653,Black,32,Male,2.92,16,18,18,18,19,115,C,3
5833,White,34,Female,2.5,NA,NA,NA,NA,NA,98,C,17
2216,Asian,27,Male,2.88,19,21,17,19,18,105,C,12
3281,White,32,Female,3.04,NA,NA,NA,NA,NA,86,C,15
5439,White,24,Male,3.27,29,32,31,29,29,56,C,12
2004,White,29,Male,3.66,22,21,22,20,23,106,C,6
594,White,28,Male,3.02,26,28,26,26,28,23,C,3
35,White,33,Female,2.86,NA,NA,NA,NA,NA,69,C,14
4128,White,30,Female,3.32,16,16,16,15,16,22,C,15
7173,White,25,Female,2.84,NA,NA,NA,NA,NA,44,C,9
3691,White,32,Male,3.24,19,19,19,21,18,1,C,15
4057,Hispanic,21,Female,3.74,20,19,22,20,20,32,C,15
1823,White,21,Female,2.81,26,25,26,28,28,30,C,15
8502,White,33,Female,3.49,NA,NA,NA,NA,NA,20,C,15
8011,Black,24,Male,3.1,24,25,21,24,26,5,C,14
2457,White,18,Male,3.85,26,24,25,27,27,98,C,13
5118,Hispanic,21,Male,3.19,NA,NA,NA,NA,NA,33,C,17.5
5480,White,32,Female,3.8,NA,NA,NA,NA,NA,114,C,2
3724,Bi-Racial,32,Male,3.27,NA,NA,NA,NA,NA,89,C,12
5112,White,24,Male,3.64,NA,NA,NA,NA,NA,43,C,15
7288,White,24,Female,2.8,NA,NA,NA,NA,NA,92,C,12
442,White,31,Female,3.76,19,21,19,18,20,85,C,16
2757,White,26,Male,3.3,34,33,32,36,34,98,C,3
6109,White,26,Female,2.87,14,13,15,11,14,22,C,15
6901,Hispanic,18,Male,2.72,26,24,28,27,27,31,C,14
3983,Asian,32,Male,3.23,27,26,26,27,31,5,C,15
2944,White,19,Female,3.31,23,21,23,21,24,32,C,12
1195,White,19,Female,3.8,26,23,28,27,26,107,C,15
3401,Black,21,Female,2.75,27,28,26,26,28,23,C,13
3079,Hispanic,24,Female,3.83,28,29,29,26,28,1,C,17
5179,White,33,Male,3.23,31,33,30,31,31,100,C,18
2235,White,20,Female,3.8,23,22,24,22,21,21,C,15
6927,White,27,Male,3.1,NA,NA,NA,NA,NA,22,C,13
362,White,19,Female,3.33,19,20,19,19,21,26,C,14
5107,Black,32,Female,2.72,NA,NA,NA,NA,NA,50,C,14
5526,Hispanic,32,Female,3.44,30,30,29,31,29,14,C,12
366,Hispanic,29,Female,3.47,NA,NA,NA,NA,NA,25,C,12
4523,Black,29,Male,3.45,22,25,22,23,24,5,C,16
8086,Black,18,Male,3.87,NA,NA,NA,NA,NA,29,C,15
5275,White,21,Female,3.11,28,27,27,29,28,84,C,3
8312,White,25,Male,3.56,21,23,21,23,20,64,C,12
4356,White,35,Female,3.41,20,20,20,18,21,72,C,12
2054,White,27,Female,2.32,NA,NA,NA,NA,NA,100,C,13
7640,White,20,Male,3.58,23,22,23,22,23,89,C,16.5
6455,White,27,Female,2.75,20,19,23,19,19,33,C,15
6105,Black,35,Male,2.78,NA,NA,NA,NA,NA,108,C,13
8636,Black,35,Male,3.09,17,16,16,15,17,4,C,3
3373,White,19,Female,3.51,26,26,28,26,29,32,C,15
4306,White,31,Female,3.85,21,20,22,20,21,21,C,15
1944,White,23,Male,2.8,NA,NA,NA,NA,NA,107,C,9
4487,Hispanic,18,Female,3.48,22,22,23,21,24,112,C,6
4648,White,35,Male,3.71,NA,NA,NA,NA,NA,30,C,17
5961,White,35,Male,2.99,32,31,30,33,31,100,C,14
473,Hawaiian,27,Female,3.04,22,22,22,24,21,121,C,14
3311,Asian,22,Female,2.71,22,21,22,23,21,71,C,12
4995,White,22,Male,3.24,23,23,24,23,22,29,C,3
3199,Hispanic,29,Male,2.56,23,25,26,25,26,77,C,15
1304,Hispanic,20,Female,2.05,21,21,23,24,20,22,C,2
2964,White,34,Male,3.84,NA,NA,NA,NA,NA,22,C,15
6762,White,25,Female,3.65,NA,NA,NA,NA,NA,10,C,12
135,Hispanic,30,Male,3.43,24,21,24,23,23,115,C,16
1592,White,21,Male,3.78,21,19,21,23,20,116,C,12
6233,White,30,Female,2.99,NA,NA,NA,NA,NA,5,C,15
4835,Hispanic,35,Female,3.09,18,21,17,16,21,44,C,16
7991,White,26,Female,3.24,23,24,21,22,21,1,R,12
6188,White,19,Male,2.99,28,26,28,26,30,69,R,15
3695,White,30,Male,3.55,NA,NA,NA,NA,NA,104,R,3
5423,White,21,Female,3.96,NA,NA,NA,NA,NA,48,R,15
8656,White,23,Female,2.94,NA,NA,NA,NA,NA,30,R,12
3553,Bi-Racial,25,Male,2.88,22,20,20,24,21,1,R,13
4726,Hispanic,33,Male,3.5,28,28,30,24,27,43,R,12
6438,White,20,Female,3.28,23,21,24,22,24,29,R,15
8903,Black,26,Male,3.24,26,26,26,24,26,114,R,16
5300,Hispanic,29,Male,3.19,23,24,22,21,22,1,R,14
8479,White,25,Male,3.34,NA,NA,NA,NA,NA,111,R,15
6214,White,18,Female,3.04,26,27,28,26,27,5,R,3
2969,White,35,Male,3.33,21,22,23,23,25,103,R,3
3326,White,28,Male,3.21,19,20,17,15,20,111,R,16
6937,White,34,Female,3.33,17,18,15,17,15,29,R,21
8049,White,33,Male,3.33,19,18,19,16,22,79,R,16
7471,Hispanic,33,Female,2.21,29,28,29,29,29,106,R,5
1194,White,31,Female,2.86,19,18,17,18,18,10,R,16
6895,White,25,Male,2.48,NA,NA,NA,NA,NA,69,R,17
3674,White,34,Male,3.56,NA,NA,NA,NA,NA,69,R,12
1066,White,27,Female,3.84,21,23,20,22,19,4,R,3
3607,Hispanic,26,Male,3.14,22,22,21,24,24,11,R,12
1770,Hispanic,25,Female,2.37,27,27,26,26,26,89,R,10
864,White,27,Male,3.98,30,26,32,30,30,50,R,15
2503,Asian,30,Female,2.82,26,23,25,25,25,69,R,15
5334,Asian,23,Female,2.97,24,22,24,24,24,1,R,5
689,White,27,Male,3.52,15,15,15,16,16,108,R,15
2506,White,22,Female,3.71,32,31,31,31,31,107,R,13
6917,White,27,Female,3.88,NA,NA,NA,NA,NA,89,R,2
2837,White,31,Female,3.67,NA,NA,NA,NA,NA,38,R,16
8088,White,20,Female,2.44,24,22,27,24,25,5,R,17
6681,White,29,Male,2.48,20,18,20,20,18,22,R,16
3979,White,24,Female,2.85,NA,NA,NA,NA,NA,108,R,3
5306,Hispanic,30,Female,3.33,NA,NA,NA,NA,NA,72,R,14
8108,White,34,Female,3.57,20,22,20,17,20,69,R,14
5428,Hispanic,30,Male,2.87,NA,NA,NA,NA,NA,38,R,16
4902,White,28,Female,2.6,NA,NA,NA,NA,NA,1,R,12
7576,White,29,Female,3.61,31,35,33,31,29,108,R,17
8188,Asian,20,Female,3.92,NA,NA,NA,NA,NA,29,R,12
7465,White,32,Male,3.22,22,21,23,21,22,107,R,13
2697,White,18,Female,2.14,NA,NA,NA,NA,NA,31,R,15
1507,White,31,Male,3.15,16,15,17,15,17,30,R,17
728,Asian,24,Male,3.02,20,21,18,20,21,22,R,3
4612,Hispanic,27,Male,2.28,21,22,21,19,23,100,R,15
1173,White,21,Female,2.93,22,23,24,25,21,43,R,13
2461,Hispanic,21,Female,3.44,17,19,18,15,16,75,R,12
4750,White,20,Male,3.6,23,23,24,23,22,89,R,12
5560,Black,23,Female,3.38,26,27,25,26,26,8,R,7
1335,Black,29,Female,3.4,NA,NA,NA,NA,NA,74,R,16
5125,White,21,Female,3.34,23,24,21,22,24,114,R,8
7475,Hispanic,19,Female,2.52,NA,NA,NA,NA,NA,33,R,8
7088,White,21,Female,3.58,NA,NA,NA,NA,NA,5,R,16
2326,White,32,Female,3.22,20,20,20,21,19,111,R,14
6842,White,34,Male,3.62,NA,NA,NA,NA,NA,122,R,16
8148,White,34,Female,2.88,19,17,19,20,18,5,R,15
7084,White,21,Male,2.52,30,32,27,29,28,18,R,16
2737,White,26,Male,2.66,NA,NA,NA,NA,NA,1,R,12
6740,White,25,Male,3.55,26,26,29,27,28,122,R,16
2095,Hispanic,23,Male,3.47,22,20,20,23,24,8,R,12
2874,White,31,Female,3.86,NA,NA,NA,NA,NA,1,R,3
2858,White,23,Male,3.15,20,22,21,19,20,122,R,6
847,Hispanic,25,Male,3.2,32,31,29,31,31,100,R,16
105,Hispanic,23,Female,3.87,24,23,24,25,22,114,R,7
5702,White,29,Female,3.03,22,23,22,23,21,50,R,6
6725,Asian,22,Male,3.67,20,22,21,21,17,86,R,12
1267,Bi-Racial,25,Female,3.06,16,17,16,14,15,5,R,7
4921,Hispanic,24,Male,2.69,16,15,16,15,16,69,R,15
5527,Hispanic,18,Male,2.54,20,21,18,22,19,29,R,16
2770,Bi-Racial,29,Female,3.03,24,24,25,25,24,22,R,14
6067,White,32,Male,3.91,28,28,30,27,27,4,R,15
6456,White,31,Female,2.38,29,30,29,29,30,33,R,4
500,Hispanic,23,Female,3.55,NA,NA,NA,NA,NA,5,R,6
631,Black,26,Male,3.52,21,21,21,22,21,24,R,8
6291,White,32,Female,3.93,27,28,27,25,29,15,R,10
1564,White,25,Male,3.6,22,21,21,20,22,107,R,15
1910,White,25,Female,2.99,22,20,22,26,21,108,R,13
941,Hispanic,30,Female,3.35,16,18,18,17,15,29,R,3
5924,White,27,Female,3.61,18,17,19,17,22,115,R,17
3233,White,23,Male,3.52,NA,NA,NA,NA,NA,76,R,15
8496,White,23,Female,3.25,20,20,20,21,21,104,R,9
7885,Black,28,Male,3.63,23,22,23,24,24,1,R,12
1968,White,32,Male,3.14,29,32,29,30,28,4,R,12
3475,White,34,Female,3.52,23,24,23,24,22,20,R,16
6743,White,23,Male,1.97,17,20,14,19,17,54,R,17
6228,Hispanic,32,Male,3.95,NA,NA,NA,NA,NA,31,R,1
495,White,27,Male,2.81,24,26,23,23,26,107,R,3
4352,White,25,Female,2.76,19,19,19,18,19,1,R,12
3805,Black,18,Female,2.38,NA,NA,NA,NA,NA,106,T,9
3089,White,19,Female,2.49,NA,NA,NA,NA,NA,14,T,6
4464,Black,21,Male,3.5,NA,NA,NA,NA,NA,103,T,3
7725,White,30,Male,2.85,23,24,20,24,22,76,T,3
2595,White,24,Female,3.4,23,26,23,25,22,14,T,3
678,White,35,Male,3.39,31,32,32,34,32,74,T,14
7010,White,34,Male,2.73,NA,NA,NA,NA,NA,99,T,15
6832,Hispanic,24,Male,3.74,33,37,34,32,32,40,T,12
3752,White,18,Male,3.56,22,24,22,19,23,5,T,14
1591,Hispanic,34,Male,1.96,25,24,24,26,25,77,T,13
6747,White,26,Female,3.27,18,18,18,16,18,59,T,14
5767,White,25,Female,3.49,NA,NA,NA,NA,NA,107,T,16
4206,Asian,31,Male,2.47,22,21,23,19,21,22,T,3
7323,White,29,Male,2.32,24,27,24,24,24,69,T,18
2195,White,25,Male,2.89,19,21,19,19,18,22,T,17
6611,White,21,Male,3.66,NA,NA,NA,NA,NA,31,T,15
1735,Black,29,Male,2.23,22,21,26,23,21,46,T,18
3860,Black,30,Female,3.37,NA,NA,NA,NA,NA,104,T,15
5706,Black,28,Male,3,NA,NA,NA,NA,NA,50,T,15
5237,Black,26,Female,3.44,19,16,19,19,19,106,T,15
7966,White,34,Male,3.16,20,19,21,20,22,4,T,2
5959,White,26,Female,3.69,23,21,24,23,20,29,T,17
683,Native,26,Female,2.83,NA,NA,NA,NA,NA,1,T,15
5615,White,30,Male,3.55,NA,NA,NA,NA,NA,108,T,12
3195,Hispanic,28,Male,3.36,NA,NA,NA,NA,NA,33,T,14
7079,White,33,Female,3.93,17,15,16,18,14,1,T,9
4894,Hispanic,32,Female,3.3,NA,NA,NA,NA,NA,107,T,6
7200,White,25,Male,3.01,20,20,20,19,21,4,T,6
7907,Hispanic,26,Female,3.74,NA,NA,NA,NA,NA,23,T,15
5066,White,20,Male,3.34,NA,NA,NA,NA,NA,24,T,15
7002,White,24,Female,3.86,23,20,23,21,20,46,T,12
5151,White,22,Male,3.41,NA,NA,NA,NA,NA,86,T,7
1420,White,24,Male,3.36,NA,NA,NA,NA,NA,29,T,4
354,White,32,Female,3.03,24,24,26,23,24,104,T,12
4765,Black,25,Female,2.85,NA,NA,NA,NA,NA,111,T,14
6922,White,26,Male,2.88,20,18,17,20,21,31,T,15
3854,White,30,Male,3.19,17,16,20,18,21,40,T,3
1141,White,18,Male,2.97,26,26,27,26,27,107,T,16
1243,White,32,Male,3.49,24,27,23,25,25,21,T,12
3026,Hispanic,35,Male,3.79,NA,NA,NA,NA,NA,107,T,16
7883,White,32,Male,3.67,21,19,23,22,20,29,T,3
3813,White,25,Female,3.67,21,23,22,22,20,33,T,3
45,White,26,Male,3.42,23,23,23,25,22,38,T,3
6011,Hispanic,21,Male,3.15,22,25,21,22,23,1,T,10
8583,White,24,Female,3.85,18,19,18,17,18,22,T,3
2923,White,35,Female,3.1,NA,NA,NA,NA,NA,29,T,13
2375,White,28,Male,3.76,NA,NA,NA,NA,NA,57,T,16
6864,White,24,Female,2.45,NA,NA,NA,NA,NA,1,T,15
3972,Hispanic,23,Female,3.96,20,22,19,16,17,107,T,21
1332,White,26,Female,3.97,NA,NA,NA,NA,NA,5,T,3
3704,Hispanic,34,Male,3.36,NA,NA,NA,NA,NA,24,T,15
242,White,26,Female,2.99,NA,NA,NA,NA,NA,56,T,6
1533,White,28,Male,3.62,NA,NA,NA,NA,NA,108,T,15
6368,Hispanic,31,Female,3.48,17,18,18,17,16,5,T,6
8884,Black,31,Female,3.75,31,31,33,30,32,5,T,12
8749,White,30,Male,3.79,NA,NA,NA,NA,NA,21,T,14
4629,White,26,Male,2.97,23,23,24,23,25,104,T,2
3305,Hispanic,25,Male,3.64,NA,NA,NA,NA,NA,21,T,13
7647,White,29,Female,3.84,NA,NA,NA,NA,NA,58,T,15
6695,White,22,Male,3.54,26,25,25,26,27,122,T,12
2633,White,33,Female,3,NA,NA,NA,NA,NA,107,T,17
5495,Hispanic,22,Male,3.58,18,18,19,16,19,50,T,13
1529,Hispanic,26,Male,3.47,26,28,28,26,26,17,T,14
2297,Black,21,Male,3.09,18,18,18,16,17,93,T,16
2642,White,26,Male,2.67,16,14,14,14,12,108,T,12
2712,White,25,Male,3.53,NA,NA,NA,NA,NA,40,T,16
4463,White,34,Female,3.67,24,23,24,25,25,107,T,16
8133,Hispanic,18,Male,2.15,19,22,17,17,16,115,T,15
862,White,22,Male,2.73,NA,NA,NA,NA,NA,29,T,13
6746,White,34,Male,3.44,21,23,20,20,19,92,T,16
4224,Asian,23,Male,2.31,21,22,22,22,19,87,T,14
2719,White,28,Female,3.05,26,24,26,26,26,103,T,14
7004,Hispanic,33,Female,3.72,18,15,18,21,19,40,T,12
5950,White,29,Male,3.03,NA,NA,NA,NA,NA,29,T,3
3748,White,32,Female,3.44,21,20,23,22,24,5,T,13
7213,White,35,Female,3.5,22,24,21,22,23,32,T,14
4899,White,27,Female,3.77,25,27,25,25,25,46,T,16
7081,Hispanic,21,Male,3.61,21,19,19,23,22,111,T,16
733,White,18,Male,2.92,NA,NA,NA,NA,NA,50,T,15
103,White,22,Female,3.39,18,19,16,16,17,24,T,6
8527,Black,28,Male,3.96,20,20,20,21,21,5,T,16
8836,Black,33,Female,2.55,23,21,25,21,20,9,T,2
1455,White,35,Female,3.38,24,24,26,24,24,26,T,3
3879,White,20,Female,2.81,21,23,19,20,23,26,T,18
3598,White,26,Male,3.33,19,19,18,18,21,120,T,12
5099,White,23,Female,2.97,NA,NA,NA,NA,NA,22,T,3
4864,White,25,Male,3.53,23,25,23,21,23,20,T,13
1731,White,34,Male,3.3,23,23,24,25,24,33,T,15
3393,White,29,Male,2.84,NA,NA,NA,NA,NA,22,T,13
3337,White,22,Male,2.79,21,21,22,20,19,22,T,9
8147,White,32,Male,3.11,22,22,19,21,22,108,T,16
7530,Black,34,Male,3.12,NA,NA,NA,NA,NA,31,T,15
6585,Asian,29,Female,3.09,NA,NA,NA,NA,NA,107,T,18
1810,White,33,Male,4,18,18,19,18,18,63,T,15
2485,Hispanic,32,Male,3.72,23,22,23,23,26,116,T,15
6447,White,32,Male,3.17,26,26,25,26,24,100,T,15
7748,Hispanic,28,Male,2.56,28,28,28,28,26,5,T,17
1743,Hispanic,30,Female,3.3,NA,NA,NA,NA,NA,32,T,15
7390,White,24,Female,2.84,NA,NA,NA,NA,NA,77,T,15
7161,Hispanic,18,Female,3.94,NA,NA,NA,NA,NA,1,T,9
557,Hispanic,32,Male,2.92,25,24,23,28,27,14,T,13
5666,White,24,Female,3.23,24,26,22,23,24,87,T,15
8371,Black,30,Female,2.53,26,24,27,25,29,107,T,16
4122,White,34,Male,3.22,25,24,23,25,24,107,T,3
1722,Hispanic,23,Male,3.06,22,20,24,19,20,4,T,13
4774,White,22,Male,3.8,25,25,24,26,25,8,T,13
1124,White,22,Male,2.83,23,22,22,21,27,86,T,14
661,Hispanic,21,Female,3.43,17,16,17,17,19,33,T,3
4499,Hispanic,18,Male,3.04,21,21,23,22,19,1,T,15
2431,Bi-Racial,25,Male,3.46,15,13,13,15,14,63,T,14
2357,White,26,Female,2.97,NA,NA,NA,NA,NA,98,T,13
7622,Hispanic,29,Male,3.13,16,14,16,15,18,50,T,14
3289,White,24,Male,3.03,30,29,29,33,30,108,T,16
82,White,24,Male,3.21,20,21,19,21,21,29,T,13
7052,White,28,Male,3.05,21,19,22,21,22,16,T,13
6461,Hispanic,26,Female,3.55,17,18,15,17,16,24,T,16
349,Asian,34,Female,2.84,14,12,15,15,14,38,T,12
3921,White,21,Male,3.25,23,24,26,25,22,29,T,3
91,Hispanic,21,Female,3.66,22,21,23,23,20,69,T,3
8644,White,18,Female,2.63,NA,NA,NA,NA,NA,54,T,7
6254,White,32,Female,3.41,NA,NA,NA,NA,NA,88,T,12
1452,Hispanic,25,Male,3.2,29,29,30,27,29,1,T,9
2562,White,20,Male,3.2,25,24,26,24,26,100,T,15
1419,Asian,25,Male,3.3,16,15,18,15,15,50,T,2
2685,Black,20,Male,3.54,19,20,19,20,17,122,T,3
336,White,27,Male,3.3,23,21,21,22,21,100,T,7
6670,White,24,Male,3.66,27,28,28,27,26,16,T,15
8353,White,30,Female,2.49,18,18,17,19,16,114,T,15
6000,White,20,Male,3.03,21,20,21,21,22,114,T,14
8820,White,26,Female,3,20,20,23,19,21,30,T,15
3160,Asian,26,Male,3.74,NA,NA,NA,NA,NA,5,T,12
5204,Hispanic,29,Male,3.17,NA,NA,NA,NA,NA,116,T,12
533,White,26,Male,3.46,NA,NA,NA,NA,NA,103,T,4
6587,White,27,Female,3.29,18,17,19,17,21,100,T,18
5150,White,23,Male,3.3,NA,NA,NA,NA,NA,107,T,3
6388,White,30,Female,2.66,NA,NA,NA,NA,NA,95,T,3
1757,White,25,Female,3.17,29,31,29,26,32,78,T,15
8320,White,31,Male,3.63,23,22,22,25,20,107,T,13
4662,Asian,28,Female,3.61,26,25,25,26,25,50,T,15
6401,Hispanic,32,Female,3.69,18,19,16,17,19,100,T,15
1760,White,24,Male,3.79,19,17,20,19,16,22,T,14
2678,Asian,23,Male,2.01,NA,NA,NA,NA,NA,44,T,14
5154,Hispanic,35,Female,3.45,19,21,19,18,19,86,T,7
6101,White,34,Female,2.78,27,26,27,25,28,5,T,3
8405,White,30,Female,3.22,NA,NA,NA,NA,NA,10,T,6
7235,Hispanic,29,Male,3.54,NA,NA,NA,NA,NA,108,T,17
2795,White,31,Male,3.63,NA,NA,NA,NA,NA,1,T,16
7526,White,31,Male,2.38,18,20,18,18,17,109,T,13
6272,Asian,18,Male,3.78,NA,NA,NA,NA,NA,5,T,15
4879,White,34,Male,3.45,24,23,23,23,24,33,T,12
5367,Black,31,Female,3.36,24,23,25,22,22,40,T,15
