"ID","Race","Age","Sex","HS_GPA","ACT","ACT_ENG","ACT_MATH","ACT_READ","ACT_SCI","MAJOR_CODE","Stype","Hours"
"4662","Asian",28,"Female",3.61,26,25,25,26,25,"000050","T",15
"4663","White",29,"Male",3.09,NA,NA,NA,NA,NA,"000031","C",16
"4664","White",26,"Male",3.88,22,23,24,22,21,"000107","T",15
"4665","White",25,"Male",3.04,26,25,26,27,25,"000090","D",12
"4666","Bi-Racial",20,"Female",3.19,NA,NA,NA,NA,NA,"000030","C",13
"4667","Black",28,"Male",3.37,25,26,25,24,24,"000111","N",16
"4668","Black",33,"Male",3.65,26,26,25,27,27,"000034","C",14
"4669","Black",35,"Female",3.15,19,19,19,18,19,"000029","P",12
"4670","White",28,"Male",3.27,21,21,21,21,21,"000056","M",15
"4671","White",35,"Female",3.7,20,18,22,20,19,"000033","M",18
"4672","White",28,"Male",3.5,25,26,24,24,25,"000005","N",6
"4673","White",24,"Female",2.45,17,17,16,15,17,"000043","N",13
"4674","White",21,"Male",3.4,NA,NA,NA,NA,NA,"000077","C",16
"4675","Hispanic",27,"Male",2.84,20,17,21,20,18,"000050","D",12
"4676","White",33,"Male",3.66,20,22,22,20,20,"000109","C",16
"4677","Hispanic",27,"Male",3.19,20,20,18,20,23,"000029","T",13
"4678","White",23,"Male",2.92,22,22,22,19,26,"000029","C",18
"4679","White",20,"Male",3.53,18,18,19,19,17,"000054","T",16
"4680","Black",33,"Female",3.71,28,25,27,30,29,"000040","M",15
"4681","White",29,"Female",3.2,18,20,19,17,19,"000031","T",16
"4682","Hispanic",27,"Male",3.52,20,20,18,21,20,"000107","C",15
"4683","White",28,"Male",2.69,19,19,19,18,20,"000046","C",15.5
"4684","White",25,"Male",3.72,27,29,27,26,28,"000099","T",12
"4685","White",18,"Male",3.84,19,16,21,18,20,"000050","N",18
"4686","Black",35,"Female",3.51,23,23,23,21,23,"000018","C",16
"4687","White",27,"Male",3.92,25,22,24,24,25,"000001","P",3
"4688","White",18,"Female",3.87,17,17,16,20,16,"000001","T",10
"4689","Asian",25,"Male",2.47,NA,NA,NA,NA,NA,"000033","C",8
"4690","White",35,"Female",3.61,20,17,20,19,22,"000005","T",16
"4691","Hispanic",35,"Male",3.64,27,28,26,28,29,"000074","C",15
"4692","White",24,"Female",3.65,27,28,27,26,27,"000050","C",12
"4693","White",31,"Female",2.89,NA,NA,NA,NA,NA,"000023","C",13
"4694","Black",33,"Female",3.89,NA,NA,NA,NA,NA,"000108","M",13
"4695","White",21,"Male",3.1,25,26,23,25,24,"000005","C",15
"4696","Hispanic",23,"Male",3.02,19,21,21,16,18,"000001","C",15.5
"4697","Hispanic",31,"Male",3.15,22,21,21,23,23,"000016","C",15
"4698","Hispanic",23,"Male",3.33,NA,NA,NA,NA,NA,"000107","C",14
"4699","White",19,"Female",2.6,20,19,19,22,21,"000029","C",18
"4700","White",31,"Male",3.55,15,15,15,14,15,"000030","C",13
"4701","White",23,"Male",2.72,22,21,20,23,23,"000001","T",17
"4702","White",33,"Male",3.38,19,18,23,19,21,"000043","M",17
"4703","Black",26,"Female",3.48,21,22,24,21,22,"000038","N",12
"4704","White",19,"Male",3.65,25,24,24,24,27,"000001","T",3
"4705","White",30,"Male",2.26,20,20,23,20,21,"000077","C",15
"4706","Black",30,"Male",2.99,23,25,23,21,24,"000107","T",3
"4707","White",23,"Male",3.64,23,24,24,20,23,"000005","N",15
"4708","Hispanic",26,"Male",3.72,24,22,24,24,25,"000055","C",15
"4709","Black",31,"Male",3.66,19,19,17,18,20,"000061","T",15
"4710","Hispanic",35,"Female",2.74,NA,NA,NA,NA,NA,"000107","M",3
"4711","Black",19,"Female",3.84,NA,NA,NA,NA,NA,"000111","M",14
"4712","White",33,"Male",2.84,NA,NA,NA,NA,NA,"000105","M",13
"4713","Black",22,"Male",3.57,23,23,24,20,24,"000074","C",3
"4714","White",30,"Male",3.02,27,27,26,26,27,"000015","T",14
"4715","Asian",30,"Female",3.11,18,19,18,18,18,"000001","C",14
"4716","White",20,"Male",3.5,18,23,20,20,17,"000054","S",16
"4717","White",28,"Male",2.94,30,30,33,30,28,"000054","C",15
"4718","White",27,"Male",3.51,19,22,20,18,20,"000111","C",15
"4719","White",29,"Male",3.79,NA,NA,NA,NA,NA,"000024","C",15
"4720","White",27,"Female",3.58,NA,NA,NA,NA,NA,"000029","M",3
"4721","Hispanic",23,"Male",3.61,23,22,23,24,21,"000074","N",15
"4722","Black",29,"Male",3.01,21,20,20,19,19,"000111","T",12
"4723","White",22,"Female",3.03,26,26,26,29,27,"000107","C",14
"4724","Black",34,"Female",3.41,22,23,23,23,22,"000098","N",15
"4725","Black",22,"Female",3.15,26,23,27,26,24,"000010","T",15
"4726","Hispanic",33,"Male",3.5,28,28,30,24,27,"000043","R",12
"4727","White",20,"Female",3.57,20,21,22,21,20,"000030","C",15
"4728","White",20,"Male",2.71,27,27,25,29,30,"000107","C",16
"4729","White",26,"Female",2.71,27,29,26,26,28,"000111","R",15
"4730","Hispanic",22,"Female",3.6,18,16,21,19,19,"000038","T",3
"4731","White",19,"Male",3.58,NA,NA,NA,NA,NA,"000069","C",3
"4732","Black",21,"Female",2.93,24,26,23,22,24,"000021","C",15
"4733","Hispanic",33,"Female",3.2,NA,NA,NA,NA,NA,"000019","C",14
"4734","White",24,"Female",3.32,25,27,28,23,24,"000108","T",14
"4735","White",19,"Male",3.37,28,27,26,30,29,"000087","M",15
"4736","Hispanic",30,"Male",3.18,16,16,16,17,16,"000114","C",13
"4737","White",24,"Male",2.64,29,28,30,29,27,"000103","N",14
"4738","Hispanic",24,"Female",3,27,25,30,31,27,"000017","C",16
"4739","White",33,"Female",2.82,19,18,17,17,18,"000001","M",17
"4740","Hispanic",34,"Male",3.01,23,23,25,23,23,"000001","N",12
"4741","Hispanic",20,"Female",2.92,19,17,17,17,19,"000050","C",15
"4742","White",32,"Female",3.65,NA,NA,NA,NA,NA,"000106","C",15
"4743","Asian",21,"Female",3.88,18,16,18,16,19,"000005","T",14
"4744","White",32,"Male",3.74,19,17,16,17,19,"000032","M",16
"4745","Asian",31,"Male",3.66,19,16,20,20,20,"000107","C",3
"4746","Black",26,"Female",3.96,20,22,22,20,21,"000092","C",6
"4747","White",30,"Male",2.87,28,29,29,28,27,"000021","N",6
"4748","Hispanic",32,"Female",2.66,29,29,30,27,28,"000069","N",15
"4749","Bi-Racial",23,"Male",3.69,20,20,19,21,19,"000050","C",12
"4750","White",20,"Male",3.6,23,23,24,23,22,"000089","R",12
"4751","White",29,"Female",2.81,18,20,16,19,19,"000001","M",12
"4752","Other",28,"Male",3.65,23,21,22,23,25,"000104","C",12
"4753","White",27,"Male",3.42,NA,NA,NA,NA,NA,"000030","N",16
"4754","White",29,"Female",2.67,18,17,19,18,20,"000050","M",13
"4755","White",18,"Female",3.91,NA,NA,NA,NA,NA,"000052","C",12
"4756","White",30,"Female",3.33,25,24,23,23,25,"000046","C",12
"4757","White",31,"Female",3.41,NA,NA,NA,NA,NA,"000014","D",14
"4758","White",30,"Female",3.77,23,24,24,23,22,"000043","P",18
"4759","White",19,"Female",3.94,27,27,26,27,28,"000108","R",14
"4760","White",33,"Male",2.8,17,17,17,18,15,"000050","D",16
"4761","White",24,"Female",2.51,21,20,22,20,22,"000008","T",15
"4762","White",29,"Female",3.86,23,24,24,22,23,"000064","C",3
"4763","Black",24,"Female",3.71,NA,NA,NA,NA,NA,"000005","D",16
"4764","White",27,"Male",3.12,18,16,19,18,18,"000024","D",14
"4765","Black",25,"Female",2.85,NA,NA,NA,NA,NA,"000111","T",14
"4766","White",24,"Male",3.71,17,18,17,19,18,"000001","C",16
"4767","White",29,"Male",3.4,17,17,16,19,17,"000122","C",15
"4768","Bi-Racial",35,"Female",2.92,NA,NA,NA,NA,NA,"000020","T",2
"4769","Hispanic",24,"Female",3.56,22,24,21,23,23,"000105","C",14
"4770","White",24,"Male",3.65,NA,NA,NA,NA,NA,"000104","C",16
"4771","White",23,"Male",3.35,26,27,27,27,25,"000115","D",15
"4772","White",33,"Male",2.67,21,21,21,21,20,"000015","D",15
"4773","White",18,"Female",3.48,NA,NA,NA,NA,NA,"000005","N",15
"4774","White",22,"Male",3.8,25,25,24,26,25,"000008","T",13
"4775","White",30,"Male",3.67,21,19,22,20,20,"000033","D",15
"4776","Bi-Racial",26,"Male",3.35,24,25,21,24,26,"000031","D",13
"4777","White",24,"Female",2.63,22,24,22,22,21,"000089","N",15
"4778","White",32,"Female",2.98,NA,NA,NA,NA,NA,"000107","C",13
"4779","Native",23,"Male",2.84,22,21,23,20,22,"000005","N",15
"4780","White",25,"Female",3.15,23,21,24,22,25,"000014","C",14
"4781","White",21,"Female",3.16,23,23,24,24,24,"000100","N",18
"4782","White",18,"Male",2.7,NA,NA,NA,NA,NA,"000107","C",1
"4783","White",19,"Female",3.17,17,19,17,16,17,"000104","N",13
"4784","White",28,"Female",3.33,20,19,21,21,21,"000018","D",10
"4785","Asian",18,"Male",3.02,20,18,17,21,23,"000033","D",14
"4786","White",19,"Female",2.67,25,25,22,21,24,"000104","C",19
"4787","Hispanic",26,"Male",3.97,28,27,29,28,30,"000108","C",15
"4788","White",30,"Female",2.49,NA,NA,NA,NA,NA,"000016","N",6
"4789","White",29,"Male",3.88,21,19,19,24,23,"000085","P",14
"4790","White",21,"Male",2.32,21,19,21,20,21,"000053","P",15
"4791","White",19,"Male",2.54,16,15,14,18,16,"000089","C",16
"4792","White",18,"Male",2.82,23,25,23,24,22,"000104","C",15
"4793","White",32,"Female",3.92,NA,NA,NA,NA,NA,"000122","C",13
"4794","White",26,"Male",3.15,NA,NA,NA,NA,NA,"000029","C",3
"4795","White",19,"Male",2.32,25,24,26,24,26,"000098","C",7
"4796","Hispanic",25,"Male",3.18,NA,NA,NA,NA,NA,"000010","N",17
"4797","White",33,"Male",2.34,27,29,28,26,27,"000004","T",16
"4798","Asian",26,"Female",3.6,NA,NA,NA,NA,NA,"000029","N",6
"4799","White",35,"Female",3.98,NA,NA,NA,NA,NA,"000088","N",11
"4800","Black",22,"Female",2.85,20,21,21,20,22,"000032","C",14
"4801","Asian",27,"Female",2.57,23,24,22,24,23,"000032","D",14
"4802","White",23,"Female",3.66,23,22,23,21,22,"000005","T",18
"4803","Black",19,"Male",3.14,21,22,20,20,20,"000040","T",13
"4804","White",28,"Male",3.7,17,17,17,18,18,"000001","C",14
"4805","Black",34,"Female",3.18,24,23,26,25,24,"000107","D",15
"4806","White",25,"Male",3.32,25,24,24,28,26,"000050","C",15
"4807","White",35,"Female",3.55,27,26,25,26,27,"000001","C",12
"4808","Black",33,"Female",3.53,26,27,24,24,24,"000046","C",12
"4809","White",33,"Female",3.27,NA,NA,NA,NA,NA,"000031","D",12
"4810","White",24,"Female",3.77,18,18,19,18,20,"000107","T",14
"4811","White",31,"Male",2.19,20,24,20,20,20,"000026","T",17
"4812","White",27,"Female",3.46,25,24,26,24,24,"000058","C",17
"4813","Black",29,"Female",3.89,26,27,28,25,28,"000021","D",16
"4814","White",25,"Male",3.34,32,32,32,32,32,"000001","N",6
"4815","White",23,"Male",3.36,28,29,29,27,27,"000122","N",14
"4816","White",28,"Female",3.28,19,19,19,20,19,"000100","D",15
"4817","White",22,"Female",3.47,25,24,21,25,24,"000008","T",14
"4818","White",29,"Male",2.68,NA,NA,NA,NA,NA,"000001","N",12
"4819","Black",21,"Female",3.6,NA,NA,NA,NA,NA,"000104","C",13
"4820","White",21,"Female",3.09,22,23,20,21,22,"000111","T",15
"4821","White",28,"Male",3.37,NA,NA,NA,NA,NA,"000050","C",14
"4822","White",30,"Male",3.77,22,22,24,22,23,"000088","D",16
"4823","White",25,"Female",3.42,NA,NA,NA,NA,NA,"000014","C",16
"4824","White",24,"Female",3.47,25,26,25,25,24,"000021","C",12
"4825","White",33,"Female",3.61,NA,NA,NA,NA,NA,"000008","C",14
"4826","White",23,"Male",3.01,NA,NA,NA,NA,NA,"000116","T",15
"4827","Hispanic",32,"Female",3.63,22,23,22,23,22,"000029","D",12
"4828","White",29,"Female",2.97,NA,NA,NA,NA,NA,"000058","C",13
"4829","White",20,"Female",2.56,NA,NA,NA,NA,NA,"000031","T",16
"4830","Black",19,"Male",2.53,17,16,19,15,18,"000005","C",15
"4831","White",22,"Female",2.28,21,23,19,22,20,"000050","N",14
"4832","White",20,"Female",3.08,NA,NA,NA,NA,NA,"000043","T",16
"4833","Black",20,"Female",3.59,17,19,15,18,16,"000114","C",3
"4834","White",34,"Male",3.52,18,19,17,18,17,"000021","M",17
"4835","Hispanic",35,"Female",3.09,18,21,17,16,21,"000044","N",16
"4836","Hispanic",19,"Male",3.33,22,22,20,23,22,"000033","C",17
"4837","White",23,"Female",3.36,20,20,18,20,19,"000052","T",12
"4838","White",18,"Male",3.77,24,23,26,22,26,"000114","T",15
"4839","White",29,"Female",3.45,NA,NA,NA,NA,NA,"000001","D",11
"4840","White",31,"Male",2.95,27,27,28,29,25,"000069","T",3
"4841","White",21,"Male",1.7,19,22,18,20,20,"000107","D",14
"4842","White",18,"Female",3.3,22,21,24,24,22,"000046","C",10
"4843","Black",28,"Male",3.36,22,22,22,25,21,"000004","C",13
"4844","White",33,"Male",3.29,20,21,20,21,19,"000029","C",19
"4845","Black",20,"Female",3.99,28,27,27,30,26,"000069","T",13
"4846","White",31,"Female",3.55,18,16,19,19,17,"000069","C",17
"4847","White",33,"Female",2.85,NA,NA,NA,NA,NA,"000008","T",16
"4848","White",31,"Male",2.43,25,25,26,26,26,"000001","T",6
"4849","White",32,"Male",3.19,25,24,24,23,25,"000107","M",15
"4850","White",30,"Male",2.91,NA,NA,NA,NA,NA,"000048","C",15
"4851","White",29,"Female",2.6,21,21,21,21,21,"000031","M",15
"4852","Black",30,"Male",2.79,26,29,27,27,26,"000005","C",14
"4853","White",33,"Female",2.17,27,27,30,28,27,"000008","T",14
"4854","Black",32,"Male",3.56,23,22,23,23,23,"000031","T",16
"4855","White",31,"Male",3.23,16,19,14,17,14,"000090","T",13
"4856","Black",27,"Female",3.7,NA,NA,NA,NA,NA,"000001","N",14
"4857","White",19,"Female",3.06,18,19,18,19,19,"000005","C",15
"4858","White",21,"Female",2.79,23,23,22,23,24,"000117","C",21
"4859","White",35,"Male",3.45,NA,NA,NA,NA,NA,"000050","C",14
"4860","White",30,"Male",3.55,24,22,22,23,25,"000001","C",15
"4861","Hispanic",21,"Female",3.38,19,18,19,18,20,"000001","N",15
"4862","White",32,"Female",3.72,18,19,19,18,18,"000116","T",13
"4863","White",35,"Female",2.6,NA,NA,NA,NA,NA,"000030","M",18
"4864","White",25,"Male",3.53,23,25,23,21,23,"000020","T",13
"4865","Native",28,"Female",3.96,17,19,18,19,16,"000108","M",15
"4866","Black",35,"Female",2.66,21,19,22,19,23,"000022","C",15
"4867","Hispanic",19,"Female",3.65,NA,NA,NA,NA,NA,"000030","T",12
"4868","Black",30,"Female",2.87,26,24,27,26,27,"000100","N",13
"4869","White",18,"Female",3.07,24,22,23,26,23,"000001","C",13
"4870","White",28,"Female",3.3,17,18,16,17,15,"000032","C",15
"4871","Hispanic",28,"Female",2.62,31,31,33,33,31,"000103","C",12
"4872","Asian",22,"Male",2.08,21,25,20,20,19,"000008","C",15
"4873","Hispanic",30,"Female",2.63,18,17,16,17,19,"000001","N",15
"4874","Hispanic",34,"Male",2.94,26,24,26,26,27,"000089","N",12
"4875","Hispanic",35,"Male",3.37,NA,NA,NA,NA,NA,"000100","T",12
"4876","White",28,"Male",2.68,14,16,14,13,16,"000001","T",12
"4877","White",35,"Male",3.73,27,26,28,30,27,"000050","C",15
"4878","White",35,"Female",3.94,NA,NA,NA,NA,NA,"000084","C",17
"4879","White",34,"Male",3.45,24,23,23,23,24,"000033","T",12
"4880","Hispanic",20,"Male",3.8,22,22,22,21,22,"000014","D",15
"4881","White",28,"Female",2.34,NA,NA,NA,NA,NA,"000026","M",15
"4882","White",20,"Female",3.26,27,25,26,27,25,"000005","C",2
"4883","White",34,"Male",3.52,NA,NA,NA,NA,NA,"000031","M",9
"4884","White",19,"Male",2.71,22,21,24,21,22,"000032","M",15
"4885","Asian",21,"Male",2.73,NA,NA,NA,NA,NA,"000005","C",3
"4886","White",35,"Male",3.45,NA,NA,NA,NA,NA,"000001","D",16
"4887","White",20,"Female",3.5,19,16,20,21,20,"000001","T",14
"4888","Black",18,"Female",2.83,18,19,18,17,20,"000005","N",1
"4889","Hispanic",28,"Female",3.13,29,31,31,31,30,"000111","C",15
"4890","White",18,"Female",2.31,23,23,25,23,21,"000004","M",1
"4891","Black",29,"Female",3.7,NA,NA,NA,NA,NA,"000060","C",13
"4892","White",19,"Female",3.23,18,19,20,18,17,"000031","D",12
"4893","White",18,"Female",3.94,24,23,24,25,24,"000098","C",17
"4894","Hispanic",32,"Female",3.3,NA,NA,NA,NA,NA,"000107","T",6
"4895","Black",28,"Male",3.57,NA,NA,NA,NA,NA,"000104","C",15
"4896","White",21,"Female",3.71,NA,NA,NA,NA,NA,"000093","N",16
"4897","Hispanic",27,"Male",2.35,NA,NA,NA,NA,NA,"000100","C",13
"4898","Hispanic",22,"Male",3.39,25,25,26,26,23,"000050","N",15
"4899","White",27,"Female",3.77,25,27,25,25,25,"000046","T",16
"4900","White",26,"Female",2.93,NA,NA,NA,NA,NA,"000053","N",12
"4901","White",23,"Female",3.66,19,17,22,17,17,"000029","P",16
"4902","White",28,"Female",2.6,NA,NA,NA,NA,NA,"000001","R",12
"4903","Hispanic",29,"Male",2.62,17,17,18,19,19,"000114","M",17
"4904","White",35,"Male",2.8,29,30,28,30,31,"000005","C",15
"4905","Black",24,"Male",3.25,30,30,28,29,30,"000015","C",6
"4906","White",23,"Male",2.54,21,24,22,20,22,"000033","C",16
"4907","Native",33,"Female",3.06,23,21,25,23,25,"000069","N",16
"4908","White",22,"Female",2.64,20,20,19,23,22,"000069","C",2
"4909","White",28,"Female",3.18,NA,NA,NA,NA,NA,"000029","D",14
"4910","White",25,"Male",3.58,27,28,25,28,27,"000086","C",5
"4911","White",21,"Male",2.84,21,21,21,22,20,"000021","M",18
"4912","White",22,"Male",3.81,NA,NA,NA,NA,NA,"000119","D",2
"4913","Black",24,"Female",3.23,21,19,21,21,22,"000069","D",9
"4914","White",35,"Female",3.6,NA,NA,NA,NA,NA,"000107","N",17
"4915","Hispanic",31,"Male",3.51,16,17,16,14,15,"000005","T",16
"4916","White",26,"Male",3.25,20,21,20,20,19,"000076","N",16
"4917","White",30,"Male",3.18,NA,NA,NA,NA,NA,"000029","C",12
"4918","White",31,"Female",2.9,21,22,19,20,22,"000088","T",3
"4919","Hispanic",19,"Male",3.41,NA,NA,NA,NA,NA,"000005","T",12
"4920","White",32,"Female",2.92,22,19,21,23,23,"000001","N",13
"4921","Hispanic",24,"Male",2.69,16,15,16,15,16,"000069","R",15
"4922","Bi-Racial",25,"Male",2.3,18,17,20,22,17,"000005","C",13
"4923","Hispanic",19,"Female",3.99,21,21,22,19,22,"000029","C",12
"4924","Black",33,"Male",3.78,31,30,28,30,29,"000058","T",15
"4925","White",26,"Female",3.64,24,26,25,23,21,"000029","T",15
"4926","Asian",28,"Female",3.69,NA,NA,NA,NA,NA,"000114","N",14
"4927","Black",19,"Male",3.17,23,20,24,22,21,"000005","N",3
"4928","Hispanic",18,"Female",3.97,NA,NA,NA,NA,NA,"000055","P",15
"4929","White",31,"Female",2.52,20,21,20,20,22,"000107","T",18
"4930","White",31,"Male",2.8,18,16,19,16,17,"000005","S",13
"4931","Black",22,"Male",3.06,24,23,26,23,25,"000056","C",9
"4932","White",21,"Male",2.84,20,20,22,17,20,"000089","D",12
"4933","White",21,"Male",2.71,25,24,26,27,24,"000104","N",3
"4934","White",31,"Female",2.98,NA,NA,NA,NA,NA,"000054","C",13
"4935","Hispanic",20,"Male",3.71,17,19,18,17,17,"000005","M",12
"4936","White",27,"Male",3.18,21,21,21,23,20,"000050","T",16
"4937","White",26,"Male",3.87,18,17,20,17,17,"000056","C",13
"4938","White",32,"Female",3.07,NA,NA,NA,NA,NA,"000030","S",15
"4939","Black",25,"Male",2.87,NA,NA,NA,NA,NA,"000115","C",15
"4940","White",29,"Female",2.33,23,23,25,23,20,"000005","N",14
"4941","White",29,"Male",3.47,28,28,27,29,30,"000069","D",15
"4942","White",35,"Female",3.9,22,23,23,20,20,"000031","T",3
"4943","Black",21,"Male",3.31,NA,NA,NA,NA,NA,"000008","N",2
"4944","White",28,"Female",3.54,21,21,21,23,21,"000026","C",17
"4945","White",30,"Female",3.98,23,20,23,24,22,"000044","M",6
"4946","White",18,"Male",2.44,25,25,21,25,24,"000001","C",14
"4947","Hispanic",21,"Male",2.99,24,25,25,25,25,"000114","T",15
"4948","White",32,"Male",3.64,22,22,22,24,25,"000001","D",18
"4949","White",23,"Male",3.31,NA,NA,NA,NA,NA,"000078","C",15
"4950","White",24,"Male",3.05,NA,NA,NA,NA,NA,"000026","M",14
"4951","Hispanic",33,"Male",2.9,NA,NA,NA,NA,NA,"000115","N",3
"4952","White",20,"Male",2.62,24,25,25,23,24,"000055","T",13
"4953","Hispanic",33,"Female",3.43,23,21,21,22,25,"000030","D",15
"4954","Hispanic",20,"Male",3.13,NA,NA,NA,NA,NA,"000098","M",16
"4955","White",30,"Female",2.74,26,25,23,27,27,"000030","N",12
"4956","White",29,"Female",3.58,20,21,17,21,17,"000107","T",15
"4957","Hispanic",27,"Male",2.77,NA,NA,NA,NA,NA,"000106","C",15
"4958","White",27,"Male",3.11,28,25,27,28,28,"000031","N",15
"4959","White",30,"Female",2.77,18,19,18,20,20,"000022","N",12
"4960","White",20,"Female",2.31,NA,NA,NA,NA,NA,"000055","T",12
"4961","Black",22,"Female",3.51,20,23,20,17,21,"000107","M",16
"4962","White",22,"Male",2.5,24,24,24,24,24,"000005","C",15
"4963","White",22,"Male",3.03,18,18,18,17,19,"000050","C",16
"4964","Black",21,"Male",3.7,19,19,19,21,18,"000033","T",14
"4965","White",25,"Female",3.31,20,19,16,20,19,"000101","C",12
"4966","White",35,"Male",3.49,20,21,17,19,18,"000010","C",14
"4967","White",22,"Male",1.99,NA,NA,NA,NA,NA,"000005","T",12
"4968","White",22,"Male",3.59,NA,NA,NA,NA,NA,"000021","M",14
"4969","Hispanic",19,"Female",2.09,NA,NA,NA,NA,NA,"000100","T",9
"4970","White",26,"Male",2.93,19,18,16,17,18,"000031","C",3
"4971","Hispanic",27,"Male",2.54,25,23,25,27,24,"000090","M",16
"4972","White",28,"Male",3.25,NA,NA,NA,NA,NA,"000108","T",9
"4973","White",20,"Male",3.09,NA,NA,NA,NA,NA,"000001","N",16
"4974","White",31,"Female",3.16,25,25,26,26,24,"000050","C",12
"4975","White",26,"Male",3.74,16,16,16,17,15,"000089","D",17.5
"4976","Bi-Racial",32,"Male",2.33,20,21,20,20,19,"000075","T",12
"4977","Hispanic",21,"Female",3.96,26,26,26,27,23,"000114","T",12
"4978","White",22,"Male",4,21,22,20,19,23,"000104","P",18
"4979","White",33,"Male",2.91,NA,NA,NA,NA,NA,"000022","C",13
"4980","White",25,"Female",3.87,19,18,19,20,20,"000107","M",14
"4981","Hispanic",31,"Male",3.81,NA,NA,NA,NA,NA,"000074","M",15
"4982","White",25,"Male",3.65,NA,NA,NA,NA,NA,"000008","N",12
"4983","Black",22,"Male",3.1,26,26,26,25,28,"000104","D",15
"4984","White",26,"Female",3.19,19,17,18,18,20,"000069","T",13
"4985","Hispanic",23,"Male",2.25,23,19,21,21,26,"000001","S",9
"4986","White",29,"Male",3.51,22,25,20,24,24,"000115","C",10
"4987","White",26,"Male",3.3,NA,NA,NA,NA,NA,"000109","M",6
"4988","White",27,"Male",3.56,22,21,20,20,22,"000050","C",14
"4989","Hispanic",32,"Male",3.28,21,21,22,24,20,"000046","D",2
"4990","Asian",31,"Male",3.82,NA,NA,NA,NA,NA,"000086","R",16
"4991","Hispanic",32,"Male",2.36,18,17,17,20,20,"000005","C",3
"4992","White",26,"Male",3.42,NA,NA,NA,NA,NA,"000030","T",12
"4993","Black",34,"Male",3.69,22,22,21,22,22,"000031","M",11
"4994","Hispanic",24,"Female",3.97,19,19,19,20,19,"000015","M",9
"4995","White",22,"Male",3.24,23,23,24,23,22,"000029","N",3
"4996","White",30,"Female",2.76,NA,NA,NA,NA,NA,"000001","D",15
"4997","Asian",18,"Male",2.65,27,26,27,30,28,"000046","C",14
"4998","Black",21,"Male",3.55,NA,NA,NA,NA,NA,"000079","N",12
"4999","White",18,"Female",3.58,30,30,29,28,30,"000001","D",17
"5000","Hispanic",34,"Female",3.94,25,26,25,24,26,"000074","C",2
"5001","Hispanic",35,"Female",3.79,NA,NA,NA,NA,NA,"000029","T",6
"5002","White",31,"Female",3.32,25,26,26,24,25,"000107","C",4
"5003","Black",22,"Female",2.86,NA,NA,NA,NA,NA,"000075","M",12
"5004","White",33,"Male",3.25,NA,NA,NA,NA,NA,"000032","C",15
"5005","White",34,"Male",2.75,19,20,19,21,19,"000069","T",12
"5006","Hispanic",34,"Female",3.42,23,23,23,22,21,"000076","C",13
"5007","Hispanic",25,"Female",2.7,NA,NA,NA,NA,NA,"000021","D",4
"5008","Asian",32,"Female",3.34,17,16,17,17,17,"000103","T",3
"5009","Bi-Racial",30,"Male",3.19,18,17,16,17,18,"000107","J",12
"5010","White",20,"Male",2.59,29,27,31,28,29,"000029","C",15
"5011","White",21,"Female",3.56,NA,NA,NA,NA,NA,"000001","D",3
"5012","White",33,"Female",2.81,NA,NA,NA,NA,NA,"000050","T",16
"5013","White",26,"Female",2.35,23,24,21,23,23,"000108","C",18
"5014","White",23,"Male",3.22,NA,NA,NA,NA,NA,"000079","D",15
"5015","Black",35,"Male",2.72,19,19,18,20,18,"000021","C",13
"5016","White",25,"Female",3.48,NA,NA,NA,NA,NA,"000107","C",12
"5017","Hispanic",28,"Female",3.22,19,21,19,20,16,"000069","C",15
"5018","White",33,"Male",3.55,NA,NA,NA,NA,NA,"000107","C",6
"5019","White",26,"Male",3.57,22,21,21,22,19,"000092","D",14
"5020","White",26,"Male",2.05,NA,NA,NA,NA,NA,"000122","C",13
"5021","White",23,"Female",3.13,NA,NA,NA,NA,NA,"000025","N",16
"5022","White",35,"Female",3.14,19,18,17,22,20,"000017","M",3
"5023","Black",22,"Male",3.63,NA,NA,NA,NA,NA,"000001","M",18
"5024","White",25,"Male",3.59,29,31,32,30,28,"000119","C",15
"5025","Asian",32,"Female",2.92,NA,NA,NA,NA,NA,"000032","M",13
"5026","Hispanic",35,"Male",2.66,23,23,21,22,24,"000115","S",15
"5027","White",27,"Male",3.97,NA,NA,NA,NA,NA,"000029","C",6
"5028","White",34,"Female",3.53,23,22,25,21,21,"000099","T",12
"5029","White",30,"Male",2.94,NA,NA,NA,NA,NA,"000114","C",14
"5030","Hispanic",33,"Female",3.32,NA,NA,NA,NA,NA,"000093","N",12
"5031","White",26,"Female",2.77,29,28,27,32,29,"000029","T",14
"5032","Hispanic",20,"Male",3.27,NA,NA,NA,NA,NA,"000063","D",13
"5033","Hispanic",28,"Male",2.63,21,20,22,20,21,"000009","C",1
"5034","White",25,"Male",3.78,21,20,19,20,20,"000108","D",6
"5035","White",30,"Male",3.79,25,26,29,24,29,"000060","D",3
"5036","White",23,"Male",3.26,17,18,17,16,16,"000107","D",6
"5037","White",34,"Female",3.38,NA,NA,NA,NA,NA,"000107","C",9
"5038","White",30,"Male",3.38,NA,NA,NA,NA,NA,"000063","C",15
"5039","White",25,"Female",3.08,18,20,17,16,19,"000030","C",3
"5040","White",24,"Male",3.34,24,23,24,24,25,"000001","C",17
"5041","White",29,"Male",3.73,NA,NA,NA,NA,NA,"000098","C",14
"5042","White",26,"Female",3.57,NA,NA,NA,NA,NA,"000010","M",14
